City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Galle,LK,2021-01-23 21:31:04,6.0367,80.217,73.87,86,2,4.32
274,Khatanga,RU,2021-01-23 21:31:04,71.9667,102.5,-26.55,85,100,11.05
275,Cherskiy,RU,2021-01-23 21:31:04,68.75,161.3,-23.87,86,100,6.67
276,Brownwood,US,2021-01-23 21:31:05,31.7093,-98.9912,59.0,77,90,10.36
277,Georgetown,MY,2021-01-23 21:30:13,5.4112,100.3354,78.01,88,20,3.31
278,Aklavik,CA,2021-01-23 21:31:05,68.2191,-135.0107,-0.4,78,75,8.05
279,Yeppoon,AU,2021-01-23 21:31:06,-23.1333,150.7333,75.2,64,40,5.75
280,Auki,SB,2021-01-23 21:31:06,-8.7676,160.7034,82.44,63,66,5.19
281,Krasnoselkup,RU,2021-01-23 21:31:07,65.7,82.4667,-42.03,74,0,6.2
282,Darab,IR,2021-01-23 21:31:07,28.7519,54.5444,43.75,51,83,1.54
283,Mahebourg,MU,2021-01-23 21:31:07,-20.4081,57.7,78.8,83,40,3.44
284,Flin Flon,CA,2021-01-23 21:31:08,54.7682,-101.865,-7.6,71,75,9.22
285,Macamic,CA,2021-01-23 21:31:08,48.7502,-78.9996,3.2,66,20,9.22
286,Lorengau,PG,2021-01-23 21:31:08,-2.0226,147.2712,82.67,68,92,3.06
287,Mujiayingzi,CN,2021-01-23 21:31:09,42.1167,118.7833,20.19,85,81,3.85
288,Vallenar,CL,2021-01-23 21:29:01,-28.5708,-70.7581,83.95,24,0,9.95
289,Samarinda,ID,2021-01-23 21:31:09,-0.5,117.15,74.25,96,100,1.57
290,Kushima,JP,2021-01-23 21:31:10,31.4583,131.2333,53.6,100,75,3.44
291,Grand Gaube,MU,2021-01-23 21:31:10,-20.0064,57.6608,80.01,74,2,1.99
292,Copiapo,CL,2021-01-23 21:30:32,-27.3667,-70.3333,71.6,60,20,10.36
293,Davidson,US,2021-01-23 21:28:33,36.1501,-86.7833,46.99,25,20,8.05
294,San Jose,US,2021-01-23 21:29:48,37.3394,-121.895,55.99,58,40,6.91
295,Hamilton,US,2021-01-23 21:31:12,39.1834,-84.5333,34.0,40,1,5.75
296,Dandong,CN,2021-01-23 21:31:12,40.1292,124.3947,29.34,95,0,1.74
297,Axim,GH,2021-01-23 21:31:12,4.8699,-2.2405,78.94,84,43,8.43
298,Eyl,SO,2021-01-23 21:31:13,7.9803,49.8164,72.61,71,65,15.9
299,La Plata,AR,2021-01-23 21:29:12,-34.9215,-57.9545,91.0,43,0,1.99
300,Mount Isa,AU,2021-01-23 21:30:44,-20.7333,139.5,77.0,78,100,5.41
301,Itarema,BR,2021-01-23 21:31:14,-2.9248,-39.9167,80.15,77,93,12.8
302,Hobyo,SO,2021-01-23 21:31:15,5.3505,48.5268,76.51,73,80,20.04
303,Mayo,US,2021-01-23 21:31:15,38.8876,-76.5119,34.0,37,1,13.8
304,Mogadishu,SO,2021-01-23 21:31:16,2.0371,45.3438,76.12,82,77,19.93
305,Coquimbo,CL,2021-01-23 21:29:37,-29.9533,-71.3436,69.8,68,20,12.66
306,Rivadavia,AR,2021-01-23 21:31:16,-33.1905,-68.4608,100.4,16,20,8.05
307,Sherman,US,2021-01-23 21:31:17,33.6357,-96.6089,53.6,71,90,9.22
308,Okha,RU,2021-01-23 21:31:17,53.5739,142.9478,-9.96,86,100,4.54
309,Inirida,CO,2021-01-23 21:31:17,3.8653,-67.9239,78.46,84,80,2.13
310,Tezu,IN,2021-01-23 21:31:18,27.9167,96.1667,60.01,50,53,2.73
311,Kysyl-Syr,RU,2021-01-23 21:31:18,63.8986,122.7617,-56.65,57,55,4.94
312,Muzaffarabad,PK,2021-01-23 21:30:33,34.37,73.4711,40.1,64,0,6.53
313,Hambantota,LK,2021-01-23 21:31:19,6.1241,81.1185,71.6,100,1,5.75
314,Xuddur,SO,2021-01-23 21:31:19,4.1213,43.8894,71.64,68,57,17.22
315,Oskarshamn,SE,2021-01-23 21:31:20,57.2645,16.4484,33.01,95,100,3.89
316,Yibin,CN,2021-01-23 21:31:20,28.7667,104.6238,53.44,74,100,0.89
317,Gurupi,BR,2021-01-23 21:31:20,-11.7292,-49.0686,79.07,75,87,4.61
318,Jurmala,LV,2021-01-23 21:31:21,56.968,23.7704,37.4,93,90,9.22
319,Rocha,UY,2021-01-23 21:31:21,-34.4833,-54.3333,77.9,67,4,13.65
320,Porto De Moz,BR,2021-01-23 21:31:21,-1.7483,-52.2383,82.33,58,4,2.71
321,Loa Janan,ID,2021-01-23 21:31:22,-0.583,117.095,74.21,96,100,1.61
322,Payakumbuh,ID,2021-01-23 21:31:22,-0.2202,100.6308,69.19,91,100,0.92
323,Finschhafen,PG,2021-01-23 21:31:22,-6.6024,147.8681,83.86,71,100,10.56
324,Tiksi,RU,2021-01-23 21:31:23,71.6872,128.8694,-42.0,79,35,5.12
325,Santander,ES,2021-01-23 21:30:32,43.4647,-3.8044,53.6,87,75,8.05
326,Naze,JP,2021-01-23 21:31:23,28.3667,129.4833,61.83,89,35,14.45
327,Oranjemund,NA,2021-01-23 21:31:24,-28.55,16.4333,64.65,82,86,16.64
328,San Andres,CO,2021-01-23 21:31:25,12.5847,-81.7006,84.2,70,40,13.8
329,Sao Joao Da Barra,BR,2021-01-23 21:31:25,-21.6403,-41.0511,82.4,57,20,13.8
330,Pemangkat,ID,2021-01-23 21:31:25,1.1667,108.9667,76.59,88,100,6.91
331,Maceio,BR,2021-01-23 21:31:25,-9.6658,-35.7353,80.6,74,75,10.36
332,Grand-Santi,GF,2021-01-23 21:31:26,4.25,-54.3833,74.73,96,44,3.22
333,Petrozavodsk,RU,2021-01-23 21:27:20,61.7849,34.3469,33.8,86,100,11.18
334,Nemuro,JP,2021-01-23 21:31:26,43.3236,145.575,20.3,92,0,5.99
335,Llangefni,GB,2021-01-23 21:31:27,53.2556,-4.3106,39.99,80,40,2.3
336,Kui Buri,TH,2021-01-23 21:31:27,12.0828,99.8543,70.56,72,0,3.76
337,Nuuk,GL,2021-01-23 21:31:27,64.1835,-51.7216,21.2,73,20,2.3
338,Slave Lake,CA,2021-01-23 21:30:00,55.2834,-114.769,1.4,66,90,8.05
339,Wagga Wagga,AU,2021-01-23 21:31:28,-35.1167,147.3667,84.99,35,0,9.22
340,Oktyabrskoye,RU,2021-01-23 21:31:28,43.0645,44.7417,21.2,86,0,4.47
341,Sevierville,US,2021-01-23 21:31:29,35.8681,-83.5618,45.0,29,1,10.36
342,Morant Bay,JM,2021-01-23 21:31:29,17.8815,-76.4093,86.0,66,40,5.75
343,Samarai,PG,2021-01-23 21:31:29,-10.6167,150.6667,82.11,77,100,9.86
344,Acajutla,SV,2021-01-23 21:30:54,13.5928,-89.8275,87.8,33,20,2.3
345,Gombong,ID,2021-01-23 21:31:30,-7.6072,109.5142,76.57,85,97,2.48
346,Vao,NC,2021-01-23 21:31:30,-22.6667,167.4833,75.99,81,93,25.99
347,Isangel,VU,2021-01-23 21:31:31,-19.55,169.2667,84.2,79,90,6.85
348,Kortkeros,RU,2021-01-23 21:31:31,61.8106,51.5806,-4.0,77,90,6.71
349,Sosua,DO,2021-01-23 21:31:31,19.7667,-70.5167,82.4,78,20,17.27
350,Suoyarvi,RU,2021-01-23 21:31:32,62.0833,32.35,32.49,97,100,8.32
351,Tura,IN,2021-01-23 21:31:32,25.5198,90.2201,56.57,64,100,1.97
352,Longyearbyen,SJ,2021-01-23 21:31:33,78.2186,15.6401,5.0,78,0,14.97
353,Kibala,TD,2021-01-23 21:31:33,9.1104,18.3463,77.0,33,0,5.53
354,Zelenoborsk,RU,2021-01-23 21:31:33,61.4669,64.0333,-35.19,82,0,3.47
355,Champerico,GT,2021-01-23 21:31:34,14.3,-91.9167,87.8,51,40,9.22
356,Ken Caryl,US,2021-01-23 21:30:57,39.5773,-105.1169,48.0,34,39,3.0
357,Inta,RU,2021-01-23 21:31:34,66.0317,60.1659,-20.58,76,21,6.02
358,Hohhot,CN,2021-01-23 21:31:34,40.8106,111.6522,17.6,62,0,8.95
359,Tautira,PF,2021-01-23 21:31:35,-17.7333,-149.15,84.2,65,40,5.75
360,Bilma,NE,2021-01-23 21:31:36,18.6853,12.9164,61.25,25,0,9.42
361,Caravelas,BR,2021-01-23 21:31:36,-17.7125,-39.2481,75.79,80,34,5.39
362,Nishihara,JP,2021-01-23 21:31:37,26.1842,127.7558,66.2,77,75,20.71
363,Torbay,CA,2021-01-23 21:31:37,47.6666,-52.7314,26.01,86,90,18.41
364,Tsaratanana,MG,2021-01-23 21:31:37,-16.7833,47.65,73.13,75,36,4.88
365,Ribeira Grande,PT,2021-01-23 21:31:38,38.5167,-28.7,62.6,94,75,16.11
366,Tooele,US,2021-01-23 21:31:38,40.5308,-112.2983,34.0,100,90,9.22
367,Meulaboh,ID,2021-01-23 21:31:38,4.1363,96.1285,75.07,90,60,4.52
368,Abha,SA,2021-01-23 21:31:03,18.2164,42.5053,55.4,30,7,2.08
369,Santa Cruz,BO,2021-01-23 21:29:05,-17.8,-63.1667,80.6,78,75,8.05
370,Naron,ES,2021-01-23 21:31:40,43.5167,-8.1528,54.0,87,75,13.8
371,Beringovskiy,RU,2021-01-23 21:31:40,63.05,179.3167,-8.48,88,3,0.38
372,Ixtapa,MX,2021-01-23 21:31:40,20.7,-105.2,75.2,78,1,12.66
373,Vitkov,CZ,2021-01-23 21:31:41,49.7744,17.7494,37.0,100,100,10.87
374,Plettenberg Bay,ZA,2021-01-23 21:31:41,-34.0527,23.3716,68.94,77,63,7.83
375,Faanui,PF,2021-01-23 21:31:41,-16.4833,-151.75,81.34,69,3,13.47
376,Chapais,CA,2021-01-23 21:31:41,49.7834,-74.8492,5.0,78,90,9.22
377,Hovd,MN,2021-01-23 21:31:42,48.0056,91.6419,8.38,77,100,3.56
378,Taoudenni,ML,2021-01-23 21:31:43,22.6783,-3.9836,66.58,20,0,9.48
379,Sindou,BF,2021-01-23 21:31:43,10.6667,-5.1667,73.53,18,38,6.24
380,Denpasar,ID,2021-01-23 21:31:43,-8.65,115.2167,78.8,89,20,5.75
381,Kendari,ID,2021-01-23 21:31:44,-3.945,122.4989,76.59,87,100,0.87
382,Ketchikan,US,2021-01-23 21:31:44,55.3422,-131.6461,32.0,100,90,4.61
383,Takoradi,GH,2021-01-23 21:31:44,4.8845,-1.7554,79.29,82,78,8.3
384,Castelbuono,IT,2021-01-23 21:31:45,37.932,14.0886,55.0,57,5,20.0
385,Ponta Delgada,PT,2021-01-23 21:31:45,37.7333,-25.6667,63.0,100,75,14.97
386,Gerash,IR,2021-01-23 21:31:45,27.6652,54.1371,48.2,34,0,2.19
387,Sinnamary,GF,2021-01-23 21:31:46,5.3833,-52.95,77.76,89,100,12.53
388,Juneau,US,2021-01-23 21:31:46,58.3019,-134.4197,32.0,80,90,13.8
389,Okhotsk,RU,2021-01-23 21:31:46,59.3833,143.3,-14.8,80,100,9.24
390,Gamba,GA,2021-01-23 21:31:47,-2.65,10.0,76.14,90,93,1.52
391,Swellendam,ZA,2021-01-23 21:31:47,-34.0226,20.4417,62.6,94,99,4.61
392,Monastyrshchina,RU,2021-01-23 21:31:47,54.3496,31.838,32.79,96,99,10.04
393,Thompson,CA,2021-01-23 21:31:48,55.7435,-97.8558,-9.4,77,90,9.22
394,Porto Novo,BJ,2021-01-23 21:31:48,6.4965,2.6036,82.4,54,100,2.3
395,Bartica,GY,2021-01-23 21:31:48,6.4,-58.6167,82.4,78,40,6.91
396,Asau,RO,2021-01-23 21:31:49,46.4333,26.4,37.99,61,86,4.47
397,Ampanihy,MG,2021-01-23 21:31:49,-24.7,44.75,76.84,87,100,2.44
398,Trincomalee,LK,2021-01-23 21:31:50,8.5711,81.2335,77.43,74,57,10.78
399,Zhigansk,RU,2021-01-23 21:31:50,66.7697,123.3711,-53.93,67,51,3.42
400,Ban Bung,TH,2021-01-23 21:31:50,18.3081,100.7044,66.0,57,0,1.72
401,Viedma,AR,2021-01-23 21:31:51,-40.8135,-62.9967,75.7,44,4,25.48
402,Palembang,ID,2021-01-23 21:31:23,-2.9167,104.7458,74.32,96,99,1.74
403,Berdigestyakh,RU,2021-01-23 21:31:52,62.0989,126.6992,-54.9,65,61,4.94
404,Cabedelo,BR,2021-01-23 21:31:52,-6.9811,-34.8339,80.6,74,20,13.8
405,Vynohradove,UA,2021-01-23 21:31:52,46.3696,32.9398,46.4,87,75,13.42
406,Opole,PL,2021-01-23 21:28:31,50.5,18.0,35.01,95,100,1.01
407,Kiruna,SE,2021-01-23 21:31:53,67.8557,20.2251,1.4,85,90,9.22
408,Carballo,ES,2021-01-23 21:31:53,43.213,-8.691,51.01,93,100,8.99
409,Tambo,PE,2021-01-23 21:31:54,-14.8,-73.9167,41.22,96,93,9.19
410,Fairmont,US,2021-01-23 21:31:54,39.4851,-80.1426,30.99,45,0,1.99
411,Sandpoint,US,2021-01-23 21:31:54,48.2766,-116.5533,27.0,74,90,3.44
412,Kawalu,ID,2021-01-23 21:31:55,-7.3817,108.2082,73.42,88,100,1.3
413,Linhares,BR,2021-01-23 21:31:55,-19.3911,-40.0722,74.26,84,3,5.26
414,Pyrzyce,PL,2021-01-23 21:31:55,53.1462,14.8926,33.01,100,90,3.44
415,Cayenne,GF,2021-01-23 21:30:08,4.9333,-52.3333,78.8,89,40,4.61
416,Jinan,CN,2021-01-23 21:31:56,36.6683,116.9972,37.99,57,100,1.72
417,Pacasmayo,PE,2021-01-23 21:31:56,-7.4006,-79.5714,75.18,70,10,13.51
418,Tukrah,LY,2021-01-23 21:31:57,32.5341,20.5791,55.54,45,5,15.23
419,Luanda,AO,2021-01-23 21:31:57,-8.8368,13.2343,78.8,83,40,5.75
420,Marang,MY,2021-01-23 21:31:57,5.2056,103.2059,75.2,94,40,3.44
421,Port Hardy,CA,2021-01-23 21:31:58,50.6996,-127.4199,39.2,75,90,2.3
422,Alofi,NU,2021-01-23 21:31:58,-19.0595,-169.9187,86.0,70,47,5.75
423,Juchipila,MX,2021-01-23 21:31:58,21.4167,-103.1167,84.22,19,90,10.38
424,Jiuquan,CN,2021-01-23 21:31:59,39.7432,98.5174,18.09,85,89,2.57
425,Mende,FR,2021-01-23 21:32:00,44.6667,3.5,26.26,100,100,2.75
426,Hervey Bay,AU,2021-01-23 21:32:00,-25.2986,152.8535,73.4,73,44,9.22
427,Mattru,SL,2021-01-23 21:32:00,7.6244,-11.8332,76.08,82,5,4.54
428,Kanbe,MM,2021-01-23 21:32:01,16.7053,96.0017,68.0,94,0,5.75
429,Sechura,PE,2021-01-23 21:32:01,-5.5569,-80.8222,79.61,59,8,16.62
430,Sunndalsora,NO,2021-01-23 21:32:01,62.6754,8.5515,39.2,70,90,9.22
431,Orlik,RU,2021-01-23 21:32:02,52.5178,99.825,-0.27,86,100,0.58
432,Ceska Trebova,CZ,2021-01-23 21:32:02,49.9044,16.4441,34.0,91,100,1.28
433,Najran,SA,2021-01-23 21:32:02,17.4924,44.1277,50.0,37,0,1.25
434,Langarud,IR,2021-01-23 21:32:02,37.197,50.1535,37.4,75,0,2.3
435,Zhangye,CN,2021-01-23 21:32:04,38.9342,100.4517,20.75,83,86,2.73
436,Chigasaki,JP,2021-01-23 21:32:05,35.3261,139.4039,37.0,79,100,7.0
437,Camocim,BR,2021-01-23 21:32:06,-2.9022,-40.8411,78.76,82,66,11.88
438,Warwick,US,2021-01-23 21:29:30,41.7001,-71.4162,28.99,37,20,19.57
439,Requena,ES,2021-01-23 21:32:07,39.4883,-1.1004,60.8,59,20,26.46
440,Praya,CV,2021-01-23 21:32:07,14.9215,-23.5087,71.6,73,0,14.97
441,Te Anau,NZ,2021-01-23 21:32:08,-45.4167,167.7167,53.74,84,100,7.63
442,Fougamou,GA,2021-01-23 21:32:08,-1.2154,10.5838,73.67,92,100,0.58
443,Port Macquarie,AU,2021-01-23 21:32:09,-31.4333,152.9167,73.0,86,5,10.74
444,Misratah,LY,2021-01-23 21:32:10,32.3754,15.0925,59.27,71,0,9.82
445,Pacific Grove,US,2021-01-23 21:28:37,36.6177,-121.9166,55.99,62,40,6.91
446,Ndele,CF,2021-01-23 21:32:10,8.4109,20.6473,75.87,24,61,5.64
447,Avila,ES,2021-01-23 21:31:19,40.5833,-5.0,48.99,87,100,7.0
448,Bonthe,SL,2021-01-23 21:32:11,7.5264,-12.505,78.1,81,10,8.34
449,Saint-Francois,FR,2021-01-23 21:32:12,46.4154,3.9054,39.0,87,75,6.91
450,Massena,US,2021-01-23 21:32:12,44.9281,-74.8919,10.4,56,1,16.11
451,Rio Gallegos,AR,2021-01-23 21:32:12,-51.6226,-69.2181,69.8,14,40,14.97
452,Japura,ID,2021-01-23 21:32:13,-0.3167,102.35,72.09,96,74,1.01
453,Santa Rosa,PH,2021-01-23 21:32:13,14.3122,121.1114,78.8,94,40,1.14
454,Kangalassy,RU,2021-01-23 21:32:13,62.3464,129.9628,-59.8,57,90,2.24
455,Sungaipenuh,ID,2021-01-23 21:32:14,-2.0833,101.3833,64.35,87,100,3.36
456,Red Wing,US,2021-01-23 21:32:14,44.5625,-92.5338,19.4,63,90,11.5
457,Goderich,CA,2021-01-23 21:32:15,43.7501,-81.7165,21.2,86,100,5.75
458,Labuhan,ID,2021-01-23 21:32:15,-6.8844,112.2051,78.31,83,100,5.91
459,Kota Belud,MY,2021-01-23 21:32:16,6.351,116.4305,75.2,94,20,4.61
460,La Sarre,CA,2021-01-23 21:30:08,48.8002,-79.1996,-4.92,91,93,5.44
461,Calceta,EC,2021-01-23 21:32:16,-0.85,-80.1667,82.4,78,20,8.05
462,Massakory,TD,2021-01-23 21:32:17,12.996,15.7293,70.61,19,0,11.34
463,Charters Towers,AU,2021-01-23 21:32:17,-20.1,146.2667,73.72,73,0,11.36
464,Zolotukhino,RU,2021-01-23 21:32:17,52.0842,36.3772,35.01,94,100,3.0
465,Lyuban,BY,2021-01-23 21:32:18,52.7985,28.0048,32.83,95,79,10.47
466,Sitka,US,2021-01-23 21:32:18,57.0531,-135.33,37.4,93,90,4.61
467,Kenai,US,2021-01-23 21:27:42,60.5544,-151.2583,35.6,75,90,20.71
468,Kralendijk,BQ,2021-01-23 21:32:19,12.15,-68.2667,80.6,78,40,17.27
469,Ballina,AU,2021-01-23 21:32:19,-28.8667,153.5667,69.8,78,24,4.61
470,San Pedro,PH,2021-01-23 21:32:19,14.35,121.0167,78.8,94,40,1.14
471,Aguimes,ES,2021-01-23 21:32:20,27.9054,-15.4461,64.4,77,20,11.5
472,Rudovci,RS,2021-01-23 21:32:20,44.3801,20.4051,51.01,71,0,6.91
473,Yining,CN,2021-01-23 21:32:22,29.0361,114.5636,42.93,89,0,1.54
474,Flinders,AU,2021-01-23 21:32:22,-34.5833,150.8552,78.01,90,0,1.01
475,Hofn,IS,2021-01-23 21:32:22,64.2539,-15.2082,34.41,83,100,27.45
476,Saint-Pierre,RE,2021-01-23 21:32:23,-21.3393,55.4781,78.8,73,40,6.91
477,Morros,BR,2021-01-23 21:32:23,-9.4467,-46.3003,79.93,52,52,10.58
478,Sevenoaks,GB,2021-01-23 21:32:23,51.27,0.1928,32.0,89,0,9.24
479,Mineralnyye Vody,RU,2021-01-23 21:32:24,44.2103,43.1353,17.6,86,0,4.47
480,Alegrete,BR,2021-01-23 21:32:24,-29.7831,-55.7919,91.24,38,38,6.53
481,San Vicente,AR,2021-01-23 21:32:24,-26.6167,-54.1333,73.02,92,52,3.06
482,Muros,ES,2021-01-23 21:32:25,42.7762,-9.0603,55.0,84,100,20.0
483,Antalaha,MG,2021-01-23 21:32:25,-14.9003,50.2788,76.05,87,46,6.11
484,Whitehorse,CA,2021-01-23 21:32:26,60.7161,-135.0538,6.8,92,90,8.05
485,Istra,RU,2021-01-23 21:32:26,55.9178,36.8642,33.8,100,90,8.95
486,Godalming,GB,2021-01-23 21:29:04,51.1846,-0.6173,30.0,86,0,5.75
487,Khandyga,RU,2021-01-23 21:32:27,62.6667,135.6,-45.92,78,100,1.19
488,Canavieiras,BR,2021-01-23 21:32:27,-15.675,-38.9472,82.4,78,75,5.75
489,Atar,MR,2021-01-23 21:32:28,20.5169,-13.0499,66.38,21,72,7.14
490,Kankon,IN,2021-01-23 21:32:28,15.0167,74.0167,73.96,80,1,3.69
491,Joensuu,FI,2021-01-23 21:32:28,62.6012,29.7632,34.0,93,90,8.05
492,Chau Doc,VN,2021-01-23 21:32:28,10.7,105.1167,72.81,93,84,5.46
493,Governador Valadares,BR,2021-01-23 21:32:29,-18.8511,-41.9494,72.88,84,33,5.91
494,Ghaziabad,IN,2021-01-23 21:32:29,28.6667,77.4333,55.4,88,90,3.09
495,Grindavik,IS,2021-01-23 21:32:30,63.8424,-22.4338,30.2,80,75,28.77
496,Boden,SE,2021-01-23 21:28:11,65.8252,21.6886,12.2,85,90,11.5
497,Nador,MA,2021-01-23 21:32:30,35.174,-2.9287,59.0,77,0,6.91
498,General Roca,AR,2021-01-23 21:32:31,-39.0333,-67.5833,104.0,22,0,1.14
499,San Jeronimo,PE,2021-01-23 21:32:31,-11.9472,-75.2829,59.13,57,78,5.84
500,Alyangula,AU,2021-01-23 21:32:31,-13.8483,136.4192,77.0,100,100,8.48
501,Los Llanos De Aridane,ES,2021-01-23 21:32:32,28.6585,-17.9182,66.2,77,75,6.91
502,Santa Barbara,US,2021-01-23 21:28:08,34.7333,-120.0343,53.01,81,90,6.91
503,Jauharabad,PK,2021-01-23 21:32:32,32.2898,72.2813,48.29,35,0,5.08
504,Cairns,AU,2021-01-23 21:32:33,-16.9167,145.7667,78.8,73,37,8.05
505,Toora-Khem,RU,2021-01-23 21:32:33,52.4675,96.11,-5.66,86,100,0.96
506,Belyy Yar,RU,2021-01-23 21:32:34,53.6039,91.3903,3.2,72,0,5.19
507,Taitung,TW,2021-01-23 21:32:34,22.7583,121.1444,66.78,80,62,16.53
508,Shamgarh,IN,2021-01-23 21:32:34,24.1833,75.6333,62.49,49,0,8.72
509,Las Vegas,US,2021-01-23 21:31:18,36.175,-115.1372,54.0,32,1,5.75
510,Avera,US,2021-01-23 21:32:35,33.194,-82.5271,59.0,36,1,6.91
511,Kungurtug,RU,2021-01-23 21:32:35,50.5994,97.5228,1.83,88,100,1.83
512,Comodoro Rivadavia,AR,2021-01-23 21:30:02,-45.8667,-67.5,64.4,42,20,16.11
513,Lerwick,GB,2021-01-23 21:32:36,60.1545,-1.1494,39.2,75,75,13.8
514,Tiznit,MA,2021-01-23 21:32:36,29.5833,-9.5,58.51,78,62,1.74
515,Uddevalla,SE,2021-01-23 21:28:10,58.3478,11.9424,35.6,87,90,10.36
516,Khani,GE,2021-01-23 21:32:37,41.9563,42.9566,41.0,38,0,14.97
517,Hualmay,PE,2021-01-23 21:32:38,-11.0964,-77.6139,74.95,69,31,8.01
518,Barinas,VE,2021-01-23 21:32:38,8.6226,-70.2075,87.19,48,83,5.97
519,Churachandpur,IN,2021-01-23 21:32:39,24.3333,93.6667,45.03,94,31,1.63
520,Vestmanna,FO,2021-01-23 21:32:39,62.1564,-7.1664,30.2,86,20,15.52
521,Hinatuan,PH,2021-01-23 21:32:39,8.3722,126.3342,74.35,92,100,3.53
522,Marienburg,PL,2021-01-23 21:32:40,54.0359,19.0266,34.0,100,90,18.41
523,Pitea,SE,2021-01-23 21:32:40,65.3172,21.4794,12.2,85,90,11.5
524,San Dionisio Del Mar,MX,2021-01-23 21:32:40,16.3333,-94.75,86.29,62,100,5.1
525,Svirstroy,RU,2021-01-23 21:32:41,60.7999,33.7248,33.53,93,100,6.17
526,Vostok,RU,2021-01-23 21:32:41,46.4856,135.8833,4.23,88,0,5.19
527,Shahpura,IN,2021-01-23 21:32:41,27.3833,75.9667,59.0,38,0,6.91
528,Akcakoca,TR,2021-01-23 21:32:42,41.0866,31.1162,44.4,61,100,8.12
529,Beesel,NL,2021-01-23 21:32:42,51.2683,6.0389,39.0,91,100,9.66
530,Vitim,RU,2021-01-23 21:32:42,59.4511,112.5578,-37.73,79,34,0.74
531,Bam,IR,2021-01-23 21:32:43,29.106,58.357,35.28,52,100,1.68
532,Miloslavskoye,RU,2021-01-23 21:32:43,53.5815,39.4399,35.01,87,100,6.62
533,Ust-Koksa,RU,2021-01-23 21:32:44,50.2696,85.6108,-1.68,84,100,2.8
534,Tuensang,IN,2021-01-23 21:32:44,26.2833,94.8333,50.07,80,24,2.48
535,Sur,OM,2021-01-23 21:32:44,22.5667,59.5289,65.52,56,0,13.73
536,Olafsvik,IS,2021-01-23 21:32:45,64.8945,-23.7142,30.4,93,94,33.2
537,Skjervoy,NO,2021-01-23 21:32:45,70.0311,20.9714,11.88,94,57,26.62
538,Challans,FR,2021-01-23 21:32:45,46.8436,-1.8749,35.6,93,100,1.14
539,Dunedin,NZ,2021-01-23 21:28:37,-45.8742,170.5036,59.18,52,83,7.72
540,Puerto Escondido,MX,2021-01-23 21:32:46,15.85,-97.0667,86.0,70,75,6.91
541,Ostersund,SE,2021-01-23 21:32:46,63.1792,14.6357,15.8,92,90,3.44
542,Inhambane,MZ,2021-01-23 21:32:46,-23.865,35.3833,80.69,88,100,14.27
543,Rabaul,PG,2021-01-23 21:32:47,-4.1967,152.1721,80.69,75,100,4.63
544,Mahajanga,MG,2021-01-23 21:32:47,-15.7167,46.3167,77.0,88,40,8.05
545,Ambulu,ID,2021-01-23 21:32:47,-8.345,113.6058,76.17,83,100,2.89
